,location_id,name,province,place_id
3587,321180,Ban Chiang Museum,Nakhon Nayok,P03013984
3589,13385373,Ban Tha Chang spring,Nakhon Nayok,P03013984
3604,455348,Sukhothai Historical Park,Nakhon Nayok,P03013982
3609,9785418,Nakhon Si Thammarat City Pillar Shrine,Nakhon Nayok,P03013982
3610,16781493,Wat Pa Si Thawon Nimit,Nakhon Nayok,P03013981
3612,13123999,Wat Mongkol Nimit,Nakhon Nayok,P03013981
3613,17497796,Wat Thawon Wararam,Nakhon Nayok,P03013981
3614,12015330,Wat Phu Thong Thep Nimit,Nakhon Nayok,P03013981
3615,14003255,Wat Tham Nimit,Nakhon Nayok,P03013981
3630,13847450,Black rock viewpoint,Nakhon Nayok,P03012245
3633,11716324,Ban Na Korn Nai,Nakhon Nayok,P03012244
3635,7340516,Huai Krathing Reservoir,Nakhon Nayok,P03006575
3636,4322988,Huai Luang Reservoir,Nakhon Nayok,P03006575
3637,4322571,Huai Pa Daeng Reservoir,Nakhon Nayok,P03006575
3638,23518329,Huai Nong Rong Reservoir,Nakhon Nayok,P03006575
3639,8862047,Nature Trails Ang Ka,Nakhon Nayok,P03006253
3642,4322498,Namtok Kaeng Ka-am,Nakhon Nayok,P03006253
3648,3682862,Doi Ang Khang,Nakhon Nayok,P03006253
3652,15688878,Saan Chao Pho Laolek,Nakhon Nayok,P03002999
3653,17301607,Chao Pho Nakarachan Chan Sen Temple,Nakhon Nayok,P03002999
3659,8786792,Heo Narok Waterfall,Nakhon Nayok,P03002985
3664,6669479,Heo Sin Chai Cave,Nakhon Nayok,P03002985
3682,4322414,Namtok Wang Tum,Nakhon Nayok,P03002953
3689,6407333,Lord Buddha's Footprints,Nakhon Nayok,P03001402
3690,10228764,Buddha’s Footprint Temple,Nakhon Nayok,P03001402
3703,6640792,Sai Thong National Park,Nakhon Nayok,P01003921
3704,4322517,Wat Si Sawan Sangkharam,Nakhon Sawan,P03008181
3705,8456617,Wat Thewa Sangkharam,Nakhon Sawan,P03008181
3707,3984827,Wat Khiriwong,Nakhon Sawan,P03008181
3708,14450766,Wat Khuha Sawan,Nakhon Sawan,P03008181
3710,2723824,Wat Chom Sawan,Nakhon Sawan,P03008181
3724,6669410,Khok Mai Den Ancient City,Nakhon Sawan,P03014161
3728,11670423,Makkha Health & Spa (Ancient House),Nakhon Sawan,P03014161
3740,4322880,Tham Phet Pho Thong,Nakhon Sawan,P03016124
3743,9718774,Tham Khao Wang Thong,Nakhon Sawan,P03016124
3744,6640693,Wat Tham Saeng Phet,Nakhon Sawan,P03016124
3747,554221,Wat Tham Mankhon Thong,Nakhon Sawan,P03016124
3750,7656224,Rim Moei Market,Nakhon Sawan,P03025763
3757,10513275,Wat Klang,Nakhon Sawan,P03006240
3775,4322960,Ban Singha Tha,Nakhon Sawan,P03016118
3776,23230029,Ban Na Tan Chan Mud Cloth,Nakhon Sawan,P03016118
3777,4322460,Thai Loei Ban Kang Pla Weaving Group,Nakhon Sawan,P03016118
3780,19857430,Hemp Weaving Group,Nakhon Sawan,P03016118
3781,4322915,Wat Khae,Nakhon Sawan,P03016125
3786,12841564,Wat Thewarup Songtham,Nakhon Sawan,P03016125
3789,6669581,Bat Cave at Wat Khao Chong Pran,Nakhon Sawan,P03016125
3790,20545086,Wat Khao Wan Chainawarat,Nakhon Sawan,P03016125
3798,6669494,Wat Mokhlan Archaeological Site,Nakhon Sawan,P03016126
3803,3748610,Shrine of the Goddess Tubtim,Nakhon Sawan,P03014159
3806,18970302,Goddess Gentlemen's Lounge And A GoGo Bar,Nakhon Sawan,P03014159
3808,4322796,Bung Boraphet,Nakhon Sawan,P03012816
3819,4322797,Nakhon Sawan Tower,Nakhon Sawan,P03012815
3822,4322798,Paradise Park,Nakhon Sawan,P03012815
3824,4322799,Bo Ya Cave,Nakhon Sawan,P03012815
3825,17653397,Khlong Khang Pier Market,Nakhon Sawan,P03012815
3829,3613403,Wat Woranat Banphot,Nakhon Sawan,P03012813
3840,16874390,Chiang Saen National Museum,Nakhon Sawan,P03012818
3841,1864081,Khlong Saen Saep,Nakhon Sawan,P03012818
3842,3838054,Khlong Saen Saep Boat Service,Nakhon Sawan,P03012818
3843,556621,Chiang Saen,Nakhon Sawan,P03012818
3844,4322409,Ancient City of Kamphaeng Saen,Nakhon Sawan,P03012818
3845,21350914,Kao Saen Rock,Nakhon Sawan,P03012818
3846,2151292,The Wang Saen Suk Hell Garden,Nakhon Sawan,P03012818
3847,4322737,Bang Saen 2 and Hat Chom Thong,Nakhon Sawan,P03012818
3848,16640024,New Chiang Saen Port Group,Nakhon Sawan,P03012818
3849,19174977,Tham Luang Nang Non,Nakhon Sawan,P03016134
3851,4997640,Mae Kampong Village,Nakhon Sawan,P03016134
3853,600778,Laem Mae Phim Beach,Nakhon Sawan,P03016134
3854,6277153,Mueang On Cave,Nakhon Sawan,P03016134
3855,1368429,Mae Hong Son Loop,Nakhon Sawan,P03016134
3856,7084759,Moo Ban Rak Thai (Mae Aw),Nakhon Sawan,P03016134
3857,7812830,Mae Ramphueng Beach,Nakhon Sawan,P03016134
3858,556614,Doi Mae Salong,Nakhon Sawan,P03016134
3860,6669517,Chedi Phra Borommasaririkkathat Khao Kho,Nakhon Sawan,P03016132
3866,4206703,Khao Wang (Phra Nakhon Khiri Historical Park),Nakhon Sawan,P03016132
3875,6941415,Sap Pradu Reservoir,Nakhon Sawan,P03016138
3903,19458705,Khao Phra Khru Viewpoint,Nakhon Sawan,P03016123
3916,16666181,Orchid Garden Khaolak,Nakhon Sawan,P03013604
3922,4322578,Tham Khao Bin,Nakhon Sawan,P03018096
3933,3749983,Ao Tha Lane,Nakhon Sawan,P03016147
3935,12926568,Tha Pai Hot Spring,Nakhon Sawan,P03016147
3941,4322647,Namtok Bang Liab Nam,Nakhon Sawan,P03006223
3948,2723396,Cheow Lan Dam (Ratchaprapa Dam),Nakhon Sawan,P03016121
3950,6669532,Lao Song (Thai Song Dam) Tribal Villages,Nakhon Sawan,P03016121
3951,7619260,Thai Song Dam Tribal Villages,Nakhon Sawan,P03016121
3952,6902368,Lam Takhong Dam,Nakhon Sawan,P03016121
3954,15692998,Nhong Krathing Park,Nakhon Sawan,P03016122
3957,4322777,Khao Tham Phra,Nakhon Sawan,P03005856
3968,13373088,Kho Hong Mountain,Nakhon Sawan,P03012811
3973,17674639,Wat Pha Kho,Nakhon Sawan,P03012811
3976,4322817,Wat A-Hong Silawas,Nakhon Sawan,P03012811
3979,10064602,Wat Khao Din,Nakhon Sawan,P03012812
3984,10270695,Wat Nak Prok,Nakhon Sawan,P03012812
3986,4322465,Wat Chom Khiri Nat Phrot,Nakhon Sawan,P03012812
3987,1745678,Siri-Wattana Market / Tha-Nin Market,Nakhon Sawan,P03012819
4007,8780131,Kiriwong village,Nakhon Sawan,P03005494
4021,10721267,Soi Sawan Waterfall,Nakhon Sawan,P03013626
4025,4494066,Nakorn Sawan Collection,Nakhon Sawan,P03013626
4042,6633483,Phra Maha Chedi Si Rajakarn,Nakhon Sawan,P03016130
4046,8822057,Chedi Maha Mongkol Bua,Nakhon Sawan,P03016130
4047,6668926,Wat Bang Mafo,Nakhon Sawan,P03006950
4061,25318525,"Pasaan, The Origin Of The Chao Phraya River",Nakhon Sawan,P03013602
4062,553572,Chao Praya River,Nakhon Sawan,P03013602
4063,2705025,River City Bangkok,Nakhon Sawan,P03013602
4066,456469,Hin Ta & Hin Yai Rocks,Nakhon Sawan,P03014162
4067,13128215,Hua Hin Cab,Nakhon Sawan,P03014162
4068,547616,U-Turn,Nakhon Sawan,P03014162
4078,7352290,Wat Khao Rang Samakkhitham,Nakhon Sawan,P03014163
4081,13413345,Chao Por Chao Mae Na Pha Shrine,Nakhon Sawan,P03016117
4083,10091821,Wat Na Pha That,Nakhon Sawan,P03016117
4084,10130094,Chao Mae Kuan Im Shrine,Nakhon Sawan,P03016117
4086,11893512,Wat Si Pho Chai Saeng Pha,Nakhon Sawan,P03016117
4089,1746812,Ta Pha Dean Shrine,Nakhon Sawan,P03016117
4093,6540449,Old Takua Pa Sunday Market,Nakhon Sawan,P03016128
4095,4737174,Pa Sak Cholasit Dam,Nakhon Sawan,P03016128
4105,6669534,Wat Chaoreon Songtham,Nakhon Sawan,P03013598
4108,4322669,Wat Phra Lao Thep Nimit,Nakhon Sawan,P03013598
4109,6641106,Thung Yai Naresuan Huai Kha Khaeng Wildlife Sanctuary,Uthai Thani,P03012832
4110,321186,Thung Yai Naresuan Wildlife Sanctuary,Uthai Thani,P03012832
4111,454890,Thungyai - Huai Kha Khaeng Wildlife Sanctuaries,Uthai Thani,P03012832
4112,2556229,Ton Nga Chang Wildlife Sanctuary,Uthai Thani,P03012832
4116,7656220,Wat Tham Phuang Temple,Uthai Thani,P03016585
4132,7287889,Tham Hup Pa Tat Cave,Uthai Thani,P03016584
4141,14071797,Khao Sok Lake,Uthai Thani,P03002516
4142,4322712,Khao Sam Muk,Uthai Thani,P03002516
4143,4322474,Bueng Thap Tae,Uthai Thani,P03002500
4144,5990253,Phu Thap Boek,Uthai Thani,P03002500
4145,7094907,Songkhla Tae Raek Walking street,Uthai Thani,P03002500
4146,12380533,Ngam Tae,Uthai Thani,P03002500
4149,10771639,Thap Lan National Park,Uthai Thani,P03002500
4150,4322643,Wat Thap Than,Uthai Thani,P03002500
4151,7175739,Khao Ra,Uthai Thani,P03002513
4153,8779573,Wat Phu Khao Noi,Uthai Thani,P03002513
4154,7059627,Khao Chang Phueak,Uthai Thani,P03002513
4169,17528240,Wat Luang Pho Sot Thammakayaram,Uthai Thani,P03012829
4181,8317437,The Hindad Hot Spring,Uthai Thani,P03012827
4195,6669310,Sakae Krang River,Uthai Thani,P03012824
4197,6669575,Khao Sakae Krang,Uthai Thani,P03012824
4198,17423895,Ban Krang Camp,Uthai Thani,P03012824
4210,4322644,Khao Pathawi,Uthai Thani,P03009946
4220,4322553,Local History and Cultural Museum,Uthai Thani,P03009883
4238,4322692,Khao Kradong Forest Park,Uthai Thani,P03004735
4255,2516493,Khao Lak Explorer Diving Center,Uthai Thani,P03016923
4257,4322855,Ban Thung Hong,Uthai Thani,P03014328
4258,1315376,Sea Dragon Dive Center,Uthai Thani,P03014328
4259,6669360,Centre For Local Cloth,Uthai Thani,P03014328
4262,3296512,Similan Dive Center,Uthai Thani,P03014328
4264,5774604,White Sand Beach,Uthai Thani,P03014328
4294,17667230,Railay Walking Street,Uthai Thani,P01000751
4295,6452161,Ao Nang Walking Street,Uthai Thani,P01000751
4296,4322945,Wat Sangkat Rattana Khiri,Uthai Thani,P03012822
4307,8403732,Phu Ruea National Park,Uthai Thani,P03002544
4312,4739807,Tha Ruea Phli Fish Market,Uthai Thani,P03002544
4314,13282856,Wat Somdet Phu Ruea Ming Mueang,Uthai Thani,P03002544
4317,4048654,Mae Yen Waterfalls,Uthai Thani,P03001318
4318,456546,Pha Tad Waterfall,Uthai Thani,P03001318
4319,11893452,Pha Dok Seaw Waterfall,Uthai Thani,P03001318
4320,4322538,Tai Rom Yen National Park,Uthai Thani,P03001318
4322,13340382,Phaeng Waterfall,Uthai Thani,P03001318
4323,10072501,Paradise Waterfall,Uthai Thani,P03001318
4324,13993312,Waterfall Party,Uthai Thani,P03001318
4325,6641109,Kaeng So Pha Waterfall,Uthai Thani,P03001318
4326,17395663,Phu Wai Cave,Uthai Thani,P03012830
4327,7923658,Phu Pha Man Bats Cave,Uthai Thani,P03012830
4328,6733260,Phu Pha Phet Caves,Uthai Thani,P03012830
4329,10067516,Ao Wai,Uthai Thani,P03012830
4330,2721070,Tang Kuan Hill,Uthai Thani,P03012831
4331,13336706,Wat Kuan Im,Uthai Thani,P03012831
4332,8595514,Kuan Yim Shrine (Thian Fa Foundation),Uthai Thani,P03012831
4333,6669568,Khao Tang Kuan,Uthai Thani,P03012831
4334,8611260,Kuan Im Chokchai (Tamnak Phra Mae Kuan-Im),Uthai Thani,P03012831
4335,19324050,Kuan Yin Temple,Uthai Thani,P03012831
4336,6641172,Ko Thepho,Uthai Thani,P03014164
4345,1175140,Ko Si Chang Island,Uthai Thani,P03014164
4346,555157,Chae Son National Park,Uthai Thani,P03016920
4348,4322381,Wat Phra That Chae Haeng,Uthai Thani,P03016920
4349,1762543,Wat Pa Tueng,Uthai Thani,P03016920
4350,25160589,Hang Tueng Farm,Uthai Thani,P03016920
4351,25279695,Hang Tueng Farmstay And Workshop Chiang Mai,Uthai Thani,P03016920
4352,10500917,Rong Je Sai Tee Hook Tueng,Uthai Thani,P03016920
4354,15682434,Wat Mon Phaya Chae,Uthai Thani,P03016920
4360,15815967,Wat Nong Ao,Uthai Thani,P03014167
4387,2049176,Mae Klong Railway Market (Hoop Rom Market),Uthai Thani,P03014169
4412,9609069,Pom Phet (Phet Fortress),Kamphaeng Phet,P03025908
4413,2715847,Kamphaeng Phet Historical Park,Kamphaeng Phet,P03025908
4414,12697318,Ancient Fortress,Kamphaeng Phet,P03025908
4436,447343,Wat Chiang Man,Kamphaeng Phet,P03025874
4457,7940703,Mae Wong National Park,Kamphaeng Phet,P03000787
4459,6452381,Salawin National Park,Kamphaeng Phet,P03000787
4460,6641100,Mae Ping National Park,Kamphaeng Phet,P03000787
4462,3819892,Huai Nam Dang National Park,Kamphaeng Phet,P03000787
4471,4322377,Prasat Wat Sa Kamphaeng Noi,Kamphaeng Phet,P03017714
4474,8611263,Ban Roi An Phan Yang,Kamphaeng Phet,P03007949
4475,5061291,Phra Ruang Hot Springs,Kamphaeng Phet,P01004030
4476,13114507,Pong Phra Bat Hot spring,Kamphaeng Phet,P01004030
4486,13137538,City Pillar Shrine,Kamphaeng Phet,P03002030
4488,4322457,The Kamphang Phet National Museum,Kamphaeng Phet,P03002113
4489,3814556,Khlong Lan National Park,Kamphaeng Phet,P03002113
4492,6669325,Banana Market (Kluai Khai Market),Kamphaeng Phet,P03002113
4494,4322732,Wat Phra Si Ariyabot,Kamphaeng Phet,P03002113
4525,13172907,Wat Trai Mit,Kamphaeng Phet,P03012836
4527,19116958,Wat Na Khu Ha,Kamphaeng Phet,P03012836
4528,6668965,Wat Trai Phum,Kamphaeng Phet,P03012836
4529,4322413,Wat Trai Phum,Kamphaeng Phet,P03012836
4542,8768930,Amulet Market,Kamphaeng Phet,P03017704
4543,23018369,Buddhist Votive Tablets Learning Center,Kamphaeng Phet,P03017704
4545,6668993,Wisdom Learning Piyachanok Center,Kamphaeng Phet,P03017704
4546,8693210,Doi Pui Mong Hill Tribe Village,Kamphaeng Phet,P03014171
4547,456343,Hill Tribe Museum,Kamphaeng Phet,P03014171
4548,4322948,Ban I Mat-I Sai Hill Tribe Cultural Centre and Karen Village,Kamphaeng Phet,P03014171
4561,6452432,Khlong Muang Beach,Kamphaeng Phet,P03001581
4567,24179239,Wat Si Chum,Sukhothai,P03002228
4579,17414624,Wat Phlong Sawai,Sukhothai,P03008879
4586,447455,Ramkhamhaeng National Museum,Sukhothai,P03002216
4587,8787089,Ramkhamhaeng National Park,Sukhothai,P03002216
4601,7741566,Noen phraya,Sukhothai,P03008874
4607,6669342,Prasat Ban Prasat Sanctuary (Huay Tap Tan Ruins),Sukhothai,P03008874
4609,552521,Wat Phan Tao,Sukhothai,P03025902
4615,7218133,Wat Phan On Temple,Sukhothai,P03025902
4619,6669346,National Park Srisatchanalai,Sukhothai,P03002054
4624,7142896,Sukhothai Night Food Market,Sukhothai,P03002049
4625,3675300,Sukhothai Bicycle Tour,Sukhothai,P03002049
4626,13505937,Sukhothai Wintour,Sukhothai,P03002049
4627,8820444,Sukhothai Loi Krathong and Candle Festival,Sukhothai,P03002049
4628,10683991,Ruen Sukhothai Massage,Sukhothai,P03002049
4629,2639079,Cycling Sukhothai Bicycle Tour Thailand,Sukhothai,P03002049
4630,1414961,Boon Lott's Elephant Sanctuary,Sukhothai,P03002049
4631,2315989,The Sukhothai Spa,Sukhothai,P03002049
4633,1746806,Wat Sa Si,Sukhothai,P03008878
4644,4322555,Pha Daeng National Park,Sukhothai,P03008881
4645,4322705,Pha Koeng,Sukhothai,P03008881
4647,20209984,Suan Ta San,Sukhothai,P03008881
4649,593971,Ta Prachan Market,Sukhothai,P03008881
4653,6668985,Celadon Kiln Site Study and Conservation Centre (Thuriang Kiln),Sukhothai,P03025901
4655,3184324,Thao Suranaree (Ya Mo) Monument,Sukhothai,P03025901
4666,1746805,Wat Phra Pai Luang,Sukhothai,P03002219
4672,13873732,Wat Bo Thong Lang,Sukhothai,P03025214
4675,7659431,Thong Lang Beach,Sukhothai,P03025214
4686,7235375,Wat Mahathat,Sukhothai,P03002143
4687,14000094,Wat Chom Chuen,Sukhothai,P03025211
4689,10063316,Wat Bun Chuen Chu,Sukhothai,P03025211
4692,4875201,Wat Phra That Chom Kitti,Sukhothai,P03025211
4694,554869,Wat Phra Tat Chom Ping,Sukhothai,P03025211
4702,6669341,Wat Phaya Wat,Sukhothai,P03002860
4738,10688098,Sai Rung Waterfall,Sukhothai,P03001627
4739,6981457,Sai Khao Waterfall,Sukhothai,P03001627
4745,4224227,Huai Sai Wildlife Breeding Center,Sukhothai,P03001627
4800,6484033,Phra Si Rattana Mahathat Rajworawihan Temple,Sukhothai,P03005267
4807,12864969,Chao Ram Cave,Sukhothai,P03000544
4817,7076697,Suwan Khiri Wong Temple(Patong Temple),Sukhothai,P03005860
4823,7738004,Wat Chet Lin,Sukhothai,P03000370
4832,4322620,Si Thep Historical Park,Sukhothai,P03002237
4834,1847035,Sri Thep Historical Park,Sukhothai,P03002237
4836,456512,Phimai Historical Park,Sukhothai,P03002237
4839,25451995,Ban Koh Mook Community Tourism Enterprise Group Koh Mook Community Based Tourism,Sukhothai,P03018432
4851,21410011,Wat Sri Mongkol,Sukhothai,P03013800
4852,9736053,Wat Tham Sri Mongkol,Sukhothai,P03013800
4853,1074388,Huay Mongkol Temple,Sukhothai,P03013800
4854,10678127,Wat Mongkol Kothawas,Sukhothai,P03013800
4861,7278791,Wat Thung Yu Temple,Sukhothai,P03013347
4868,15190495,Sathorn Pier,Sukhothai,P03012843
4879,6016297,Organic Agriculture Project,Sukhothai,P03013150
4897,550655,Noppharat Thara Beach,Sukhothai,P03002317
4916,10067517,Ao Wong Duean,Sukhothai,P03001741
4926,8766216,Mae Ya Waterfall,Sukhothai,P03013343
4939,4322519,Namtok Than Thong,Phitsanulok,P03011672
4942,8088638,Krung Thong Plaza,Phitsanulok,P03011672
4943,4322724,Namtok Kroeng Krawia,Phitsanulok,P03011672
4955,554899,Kaeng Krachan National Park,Phitsanulok,P03012840
4957,4322572,The Sopha Arboretum,Phitsanulok,P03012840
4958,554902,Kaeng Krachan Dam,Phitsanulok,P03012840
4959,23006411,Kaeng Song Waterfall,Phitsanulok,P03012840
4960,6641095,Kaeng Loengchan,Phitsanulok,P03012840
4961,550589,Kaeng Lawa Cave,Phitsanulok,P03012840
4962,4224825,Kaeng Tana National Park,Phitsanulok,P03012840
4963,4322944,Kaeng Sapue,Phitsanulok,P03012840
4964,9460922,Kaeng Khoi Junction Railway Station,Phitsanulok,P03012840
4965,4777450,Phu Soi Dao National Park,Phitsanulok,P03006668
4967,3668484,Phu Kradueng National Park,Phitsanulok,P03006668
4968,546719,Phu Pha Maan National Park,Phitsanulok,P03006668
4969,7002421,Phu Hin Rongka National Park,Phitsanulok,P03006668
4970,4322608,Doi Phu Kha National Park,Phitsanulok,P03006668
4971,4322702,Phu Lan Kha National Park,Phitsanulok,P03006668
4972,3844168,Phu Wiang National Park,Phitsanulok,P03006668
4984,6668930,Prasat Khao Lon,Phitsanulok,P03012278
4985,16732424,Khao Chang Lon Cave,Phitsanulok,P03012278
4991,2523429,Doi Pha Hom Pok National Park,Phitsanulok,P03012278
4994,13388523,Somdej Phra Naresuan Maharat Shrine,Phitsanulok,P03012851
5001,3244124,Phra Nang Ruea Lom Shrine,Phitsanulok,P03012851
5024,13340265,Namtok Chat Trakan National Park,Phitsanulok,P03006648
5025,13340266,Chat Trakan Waterfalls,Phitsanulok,P03006648
5034,8453736,Sakunothayan Waterfall,Phitsanulok,P03012860
5035,6669515,Namtok Than Thip Forest Park,Phitsanulok,P03012859
5037,15708832,Oh Poi Market,Phitsanulok,P03012859
5038,3547844,Khao Nang Phanthurat Forest Park,Phitsanulok,P03012859
5042,4322846,Wat Ratchakhiri Hiranyaram,Phitsanulok,P03014193
5055,10604623,Kaeng Krachan National Park,Phitsanulok,P03012856
5057,317608,River Khwae Bridge,Phitsanulok,P03012856
5060,6211533,Phitsanulok Railway Station,Phitsanulok,P03012855
5063,3728043,Phitsanulok Night Bazaar,Phitsanulok,P03012855
5067,4322639,City Pillar,Phitsanulok,P03012855
5068,15829279,Chan Palace,Phitsanulok,P03004124
5069,12594062,Chan Royal Palace Historical Center,Phitsanulok,P03004124
5078,1747782,Sgt. Maj. Thawee Folk Museum,Phitsanulok,P03012847
5079,592100,Bangkok Folk Museum,Phitsanulok,P03012847
5088,4322567,Phu Sang National Park,Phitsanulok,P03012853
5089,4322849,Thung Salaeng Luang National Park,Phitsanulok,P03014194
5091,4322748,Kaeng Song Khon Waterfall,Phitsanulok,P03012857
5094,4322847,Kaeng Song Waterfall,Phitsanulok,P03012857
5100,4322968,Phu Langka National Park,Phitsanulok,P03010443
5102,7059235,Sirindhorn Wararam Phu Prao Temple (Wat Phu Prao),Phitsanulok,P03010443
5133,4322542,Don Chedi Monument,Phitsanulok,P03004193
5134,8403779,Khao Phra Yod Temple,Phitsanulok,P03004193
5135,3200017,Wat Jed Yod,Phitsanulok,P03004193
5137,2073963,Wat Plai Laem,Phichit,P03017653
5149,10588148,Wat Rong Seur Ten (Blue Temple),Phichit,P03006930
5168,16812451,Mala Ko Kut Beachwear,Phichit,P03017631
5202,4322584,Wat Nakhon Chum,Phichit,P03012864
5216,10091654,Wat Klang Phra Aram Luang,Phichit,P03022294
5223,12618531,Rod Fai Night Market 2,Phichit,P03007098
5224,8654056,Wachira Benchathat Park (Rot Fai Park),Phichit,P03007098
5225,2658751,Khao Hin Lek Fai Viewpoint,Phichit,P03007098
5232,2401021,Kao Khad Views Tower,Phichit,P03018368
5233,13329233,Kao Wong Reservoir,Phichit,P03018368
5235,2191574,The Spa,Phichit,P03018368
5236,2039346,Splash Jungle Waterpark,Phichit,P03018368
5237,10068192,Chalok Baan Kao Beach,Phichit,P03018368
5238,13326328,Kao Chon Waterfall,Phichit,P03018368
5239,2359241,Turtle Village Shops & Cuisine,Phichit,P03018368
5261,592304,Wat Ched Yot,Phichit,P03012867
5280,11893480,Chao Mae Kow Leng Jee Shrine,Phichit,P03014196
5282,19835213,Mountain Of Bodhisattva,Phichit,P03014195
5299,7741544,Wat Lahan Rai Temple,Phichit,P03014199
5314,1746055,Huay Tung Tao Lake,Phichit,P03012871
5316,8807043,Huay Keaw Waterfall,Phichit,P03012871
5318,3653858,Huay Mae Khamin Waterfalls,Phichit,P03012871
5337,4925765,wat phra Buddha nimitpukao,Phichit,P03012869
5339,549779,Temple of the Reclining Buddha (Wat Lokayasutharam),Phichit,P03012869
5354,10721730,Kao Phang Ma,Phichit,P01000781
5355,15218222,Kao Hong Market,Phichit,P01000781
5359,2708471,Phahurat Market,Phichit,P01000781
5371,556615,Chiang Rai Night Bazaar,Phetchabun,P03014620
5373,12855552,"Rai Ruen Rom - Organic Farm Chiang Rai, Thailand",Phetchabun,P03014620
5374,555158,Clock Tower Chiang Rai,Phetchabun,P03014620
5376,9861943,Chiang Rai Beach,Phetchabun,P03014620
5377,11913657,Elephant Steps Chiang Rai,Phetchabun,P03014620
5378,3830379,Arisara Thai Massage Chiang Rai,Phetchabun,P03014620
5387,8146452,Suan Lamai,Phetchabun,P03012902
5388,3895006,Suan Son (Phe Arboretum),Phetchabun,P03012902
5390,9869792,Suan Pa Si Racha Bureau of Monks,Phetchabun,P03009317
5400,9785391,Dinosaur Footprints Park at Tha Uthen,Phetchabun,P03014635
5402,13564538,Wat Pa Non Sa-At,Phetchabun,P03014669
5403,17527593,Wat Pa Phu Pha Sung,Phetchabun,P03014669
5406,7797850,Wat  Pahuaylad Temple,Phetchabun,P03014669
5408,6669525,Wat Phutthanimit (Phu Khao),Phetchabun,P03014669
5416,6669558,Sunflower Blossom at Bueng Sam Phan,Phetchabun,P03012900
5418,6925801,Sam Phan Bok,Phetchabun,P03012900
5421,12787623,Muay Thai Battle Conquer,Phetchabun,P03012900
5424,8766133,Khao Kho Royal Palace,Phetchabun,P03004050
5425,12049222,Khao Kho Wind Farm,Phetchabun,P03004050
5426,1307603,Koh Kho Khao Island,Phetchabun,P03004050
5427,4757200,Khao kho memorial,Phetchabun,P03004050
5428,6641105,Khao Kho Sacrificial Monument,Phetchabun,P03004050
5440,4322842,Nam Nao National Park,Phetchabun,P03005304
5462,17468407,Chalermkarnchana University Phetchabun,Phetchabun,P03018298
5463,6668938,The Nakhonban Phetchabun Cultural Hall,Phetchabun,P03018298
5471,3562350,Mae Fah Luang Art and Culture Park,Phetchabun,P03012890
5475,4322996,Khao Laem Ya National Park - Samet Islands,Phetchabun,P03010582
5481,3750062,Khao Lak-Lam Ru National Park,Phetchabun,P03010582
5482,7938446,ThaiLom (Lomsak) Walking Street,Phetchabun,P03014348
5502,4322623,Ban Phu Toei Hot Spring Park,Phetchabun,P03014619
5506,4322715,Namtok Kapo Forest Park,Phetchabun,P03006422
5507,6669005,Than Thip Waterfall,Phetchabun,P03006422
5509,4322903,Namtok Than Plio,Phetchabun,P03006422
5526,19254934,Khao Kho Zoo,Phetchabun,P03014202
5527,6669357,Khao Kho International Library,Phetchabun,P03014202
5529,10110635,Koh Kho Khao Diving,Phetchabun,P03014202
5530,8513342,Khao Takhian Ngo View Point,Phetchabun,P03014202
5531,11866994,Wat Wichian Bamrung,Phetchabun,P03014205
5549,10671229,Nam Rin Beach,Phetchabun,P03012901
5550,19935385,Tham Nam Yen,Phetchabun,P03012901
5552,552603,Ta Nim Magic Garden,Phetchabun,P03012891
5562,6725724,Pho Khun Pha Mueang Memorial,Phetchabun,P03012894
5563,20943279,Pho Khun Pha Muang Memorial,Phetchabun,P03012894
5577,11867768,The Royal Agricultural Station Angkhang,Phetchabun,P03012884
5579,6640702,Hat Kho Khao Beach,Phetchabun,P03012884
5591,8766125,Weapon Museum,Phetchabun,P03012887
5592,17659665,Itti Cnx Vantours,Phetchabun,P03012887
5593,12166100,Samet Nangshe Viewpoint,Phetchabun,P03012873
5594,3448295,Karon Viewpoint,Phetchabun,P03012873
5596,8614647,Lamai Viewpoint,Phetchabun,P03012873
5624,23860536,Wat Mahathat Laem Sak Temple,Phetchabun,P03012876
5625,20867809,Wat Mahathat,Phetchabun,P03012876
5630,10091729,The Pillar Shrine of Buriram,Phetchabun,P03012877
5639,4322831,Tat Mok National Park,Phetchabun,P03012879
5643,26260184,Khao Sok Travel,Phetchabun,P03006838
5645,14138598,Khaolak Private Travel,Phetchabun,P03006838
5647,3780518,Khaolak Vista Tours and Travel,Phetchabun,P03006838
5648,10678887,Discovery Travel - Khao Lak,Phetchabun,P03006838
5651,6669376,Poi Waterfall,Phetchabun,P03009314
5652,19254877,Wang Ta Krai Waterfall,Phetchabun,P03009314
5653,15667775,Wang Lung Waterfall,Phetchabun,P03009314
5654,9609119,Wang Sao Thong  Waterfall,Phetchabun,P03009314
5672,4322929,Shrine of King Taksin the Great,Phetchabun,P03002852
5673,4322520,Shrine of King Naresuan The Great,Phetchabun,P03002852
5674,6669519,The King Taksin Shrine,Phetchabun,P03002852
5675,8654048,The King Taksin Shrine,Phetchabun,P03002852
5690,4884264,Phu Thog,Phetchabun,P03004518
5696,13336306,Hub Kao Wong Reservoir,Suphan Buri,P01003030
5709,9986751,Kra Seaw Dam,Suphan Buri,P03012926
5711,20301641,Bung Chawak Aquarium,Suphan Buri,P03000567
