,location_id,name,province,place_id
2127,1957606,Three Kings Monument,Phra Nakhon Si Ayutthaya,P03013197
2129,6669469,U Thong National Museum,Phra Nakhon Si Ayutthaya,P03013197
2134,5953786,Prasat Hin Phanom Wan,Phra Nakhon Si Ayutthaya,P03013201
2138,13127482,Prasat Muangkao,Phra Nakhon Si Ayutthaya,P03013201
2139,554203,The Chakri Group (Phra Thinang Chakri Maha Prasat),Phra Nakhon Si Ayutthaya,P03013201
2140,8608592,Ban Prasat Archaeological Site,Phra Nakhon Si Ayutthaya,P03013201
2141,11741136,Prasat Muangkhaek,Phra Nakhon Si Ayutthaya,P03013201
2143,23428310,Wat Tum,Phra Nakhon Si Ayutthaya,P03013661
2144,10067831,Wat Muen Tum,Phra Nakhon Si Ayutthaya,P03013661
2146,6420071,Prasat Hin Mueang Tum,Phra Nakhon Si Ayutthaya,P03013661
2149,16812390,Tum Massage,Phra Nakhon Si Ayutthaya,P03013661
2153,6669604,Chronicle Hall  Somdet Phra Suriyothai Monument,Phra Nakhon Si Ayutthaya,P03013758
2154,8807124,Queen Suriyothai Monument,Phra Nakhon Si Ayutthaya,P03013758
2156,6640802,Somdet Phra Srinagarindra Park,Phra Nakhon Si Ayutthaya,P03013758
2157,17732073,Somdet Phra Srinagarindra Park,Phra Nakhon Si Ayutthaya,P03013758
2158,4322609,Lan Boon Mahawihan Somdet Phra Buddhacharn,Phra Nakhon Si Ayutthaya,P03013758
2159,4322525,Somdet Phra Srinakarindra Park Roi Et,Phra Nakhon Si Ayutthaya,P03013758
2160,9706297,Somdet Phra Srinagarindra Park,Phra Nakhon Si Ayutthaya,P03013758
2161,9715558,Somdet Phra Narai National Museum,Phra Nakhon Si Ayutthaya,P03013758
2162,4322878,Somdet Phra Si Nakharin Park,Phra Nakhon Si Ayutthaya,P03013758
2163,1754561,Wat Ram Poeng,Phra Nakhon Si Ayutthaya,P03013530
2166,7117174,Wat Khun Thai Tha Ram Temple,Phra Nakhon Si Ayutthaya,P03013530
2167,12952667,Rama VI Dam,Phra Nakhon Si Ayutthaya,P03013533
2169,7267886,Thung Bua Chom Floating Market,Phra Nakhon Si Ayutthaya,P03009789
2171,12832837,ตลาดน้ำทุ่งบัวแดง,Phra Nakhon Si Ayutthaya,P03009789
2181,16868178,Chado Cliff Viewpoint,Phra Nakhon Si Ayutthaya,P03017905
2199,25185415,International Vipassana Meditation Center at Wat Sopharam,Phra Nakhon Si Ayutthaya,P03013872
2247,4322549,St. Joseph's Church,Phra Nakhon Si Ayutthaya,P03013870
2248,5609304,Nurul Nashita,Phra Nakhon Si Ayutthaya,P03013871
2249,19501600,Wat Aranyik,Phra Nakhon Si Ayutthaya,P03013202
2260,6953420,Mon Jam,Phra Nakhon Si Ayutthaya,P03013535
2262,553683,Mon Bridge,Phra Nakhon Si Ayutthaya,P03013535
2269,20235273,Somdet Phra Srinagarindra Park Thai Chang,Phra Nakhon Si Ayutthaya,P03013756
2276,455350,Si Satchanalai Historical Park,Phra Nakhon Si Ayutthaya,P03013757
2277,455303,Si Lanna National Park,Phra Nakhon Si Ayutthaya,P03013757
2278,6668958,Sian Chang Market,Phra Nakhon Si Ayutthaya,P03012189
2281,19881385,Sunday Night Market,Phra Nakhon Si Ayutthaya,P03012189
2282,1957598,Anusarn Market,Phra Nakhon Si Ayutthaya,P03012189
2283,1746067,Khamthiang Flower Market,Phra Nakhon Si Ayutthaya,P03012189
2284,11996038,Ploen Ruedee Night Market,Phra Nakhon Si Ayutthaya,P03012189
2286,25217286,Neighbor Koh Chang Night Market,Phra Nakhon Si Ayutthaya,P03012189
2287,1090783,Jing Jai Market,Phra Nakhon Si Ayutthaya,P03012189
2288,13089360,Jao Mae Tub Tim Shrine,Phra Nakhon Si Ayutthaya,P03012185
2289,2492791,Soi Cowboy,Phra Nakhon Si Ayutthaya,P03012185
2291,4322462,Chao Mae Tomo Shrine,Phra Nakhon Si Ayutthaya,P03012185
2293,6993205,Chao Mae Tubtim Thong Shrine,Phra Nakhon Si Ayutthaya,P03012185
2295,16874356,Phra Mae Ya Shrine,Phra Nakhon Si Ayutthaya,P03012185
2299,19982470,Wat Pha Lat Monk's Trail,Phra Nakhon Si Ayutthaya,P03013875
2300,5990448,Wat Lat Phrao,Phra Nakhon Si Ayutthaya,P03013875
2302,14768392,Wat Lat Krabang,Phra Nakhon Si Ayutthaya,P03013875
2308,1657073,Thai Boat Museum,Phra Nakhon Si Ayutthaya,P03005105
2313,311038,The National Museum Bangkok,Phra Nakhon Si Ayutthaya,P03005105
2316,23864918,Thai Boat Party,Phra Nakhon Si Ayutthaya,P03005105
2318,8762336,Wat King Kaew,Phra Nakhon Si Ayutthaya,P03005287
2319,546964,Koh Racha Yai,Phra Nakhon Si Ayutthaya,P03005287
2341,10598448,Wat Sa Bua Kaeo,Ang Thong,P03005138
2342,2645867,Wat Sa Bo Kaeo,Ang Thong,P03005138
2347,11435644,Wat Tham Khao Chakan,Ang Thong,P03005138
2350,2665440,Nong Hoi Royal Project,Ang Thong,P03018240
2351,16662256,Nong Khiew Royal Project Development Center,Ang Thong,P03018240
2352,4322708,Huai Luek Royal Project Development Centre,Ang Thong,P03018240
2354,4322839,Hup Kraphong Royal Development Project Center,Ang Thong,P03018240
2355,4322848,Pang Kha Royal Project and Development Centre,Ang Thong,P03018240
2356,12976208,Royal Project Shop,Ang Thong,P03018240
2357,19239873,Royal Project Khun Pae,Ang Thong,P03018240
2358,3874306,Chang Hua Man Royal Project,Ang Thong,P03018240
2359,4322487,Drum-Making Village,Ang Thong,P03013876
2360,4322684,Wat Ta It,Ang Thong,P03018546
2361,10697134,Wat Ta Khian,Ang Thong,P03018546
2362,7287957,Wat Tham Ta Pan Temple,Ang Thong,P03018546
2369,5999972,Wat Khao Bandai It,Ang Thong,P03018546
2380,4322666,Wat Chantharangsi,Ang Thong,P03013537
2392,6609104,Ton Son Mosque,Ang Thong,P03013538
2398,460512,Wat Phra That Doi Kong Mu,Ang Thong,P03013538
2400,12455404,Wat Pa Poo Hai Long,Ang Thong,P03018236
2419,2085977,Farm Chokchai,Ang Thong,P03025779
2420,10110666,Ban Hun Lek,Ang Thong,P03010513
2421,12084195,Lek Massage,Ang Thong,P03010513
2422,8043604,Lek Massage Bangkok - Lek Foot Massage,Ang Thong,P03010513
2424,2148296,Lek Massage Bangkok - Lek House BTS National Stadium,Ang Thong,P03010513
2425,11748797,Lek's Fishing Park Udon Thani,Ang Thong,P03010513
2426,7856213,Muak Lek Waterfall,Ang Thong,P03010513
2427,4322654,Aksra Hun Lakon Lek at Aksra Theatre,Ang Thong,P03010513
2428,13510150,Farm de Lek,Ang Thong,P03010513
2429,16868035,Suan Lung Lek,Ang Thong,P03010513
2430,4322676,Ban Bang Sadet Court Doll Center,Ang Thong,P03017208
2434,1489265,Bangkok Dolls,Ang Thong,P03017208
2435,7923675,Tha Sadet Market,Ang Thong,P03017208
2437,4712317,Jewelry Trade Center,Ang Thong,P03017208
2443,8328708,Cha's Bar,Ang Thong,P03018527
2445,13336672,BASE,Ang Thong,P03018527
2446,7352373,Wat Chao Am Temple,Ang Thong,P03018527
2447,23208562,The Gundam Base Thailand Gallery,Ang Thong,P03018527
2448,12902026,Chao 9 Massage,Ang Thong,P03018527
2449,4373339,Thai Tourism Guide,Ang Thong,P03018527
2451,4322713,Koh Kham Undersea,Ang Thong,P03001132
2452,8513210,Kham Chanod Forest,Ang Thong,P03001132
2457,4874886,Wat Ban Rai,Ang Thong,P03000381
2458,23035264,Wat Luang Khun Win,Ang Thong,P03000381
2459,16727514,Wat Khao Khun Phanom,Ang Thong,P03000381
2461,10693933,Wat Sri Khun Muang,Ang Thong,P03000381
2463,4322672,Wat Pa Mok Worawihan,Ang Thong,P03013542
2475,14162961,Diamond Cave (Tham Phra Nang Nai),Ang Thong,P03017171
2478,4322560,Wat Thammikaram,Ang Thong,P03017171
2479,8647002,Nang Lae Nai Waterfall,Ang Thong,P03017171
2482,15687107,Wat Mongkol Wararam,Ang Thong,P03017171
2483,24105261,San Chao Rong Thong Market,Ang Thong,P01000743
2488,2640745,Big Buddha at Wat Muang Temple,Ang Thong,P03000563
2489,23306206,Wat Muang,Ang Thong,P03000563
2490,19602618,Wat Muang,Ang Thong,P03000563
2491,16859938,Wat Muang Mang,Ang Thong,P03000563
2492,4322870,Wat Muang Folk Museum,Ang Thong,P03000563
2494,2723333,Wat Ming Muang,Ang Thong,P03000563
2497,4322671,Wat Thanon Suttharam,Ang Thong,P03006433
2499,17807000,Wat Tha Thanon,Ang Thong,P03006433
2527,4322686,Wat Pho Thong,Ang Thong,P03017321
2534,6669435,Wat Pho Chai,Ang Thong,P03017321
2537,4322986,Wat Plot Sat,Ang Thong,P03017317
2549,554077,Gong Wu (Guan Yu) Shrine,Ang Thong,P03018237
2550,10133278,Guan-Yu Koh Samui Shrine,Ang Thong,P03018237
2551,8692868,Chaopho Khao Tok - Chaopho Pantai Norasingh Shrine,Ang Thong,P03018237
2554,6982235,Guan Yin Shrine-Mae Hong Son,Ang Thong,P03018237
2555,6640779,Chaopho Kut Pong Shrine and the City Pillar Shrine,Ang Thong,P03018237
2558,4322490,Ang Thong Provincial City Pillar Shrine,Ang Thong,P03009852
2559,8782841,Wat Pasawangboon,Ang Thong,P03017314
2560,6669345,Wat Tham Phra Phothisat,Ang Thong,P03017314
2561,6669487,Fish Park at Wat Khoi Temple,Ang Thong,P03017314
2562,13195962,Wat Suan Hin Pha Nang Khoi,Ang Thong,P03017314
2565,7140147,Wat Tham Pla (Fish Cave Temple),Ang Thong,P03017314
2569,4322379,Wat Phinitthammasan,Ang Thong,P03017214
2579,6668967,Chula Mani Temple,Ang Thong,P03017212
2580,6669572,Wat Mani Phraison,Ang Thong,P03017212
2581,4322756,Wat Mani Chonlakhan,Ang Thong,P03017212
2583,14010854,Wat Chula Muni,Ang Thong,P03017212
2584,6669471,Wat Mani Sathit Kapittharam,Ang Thong,P03017212
2587,6669490,Nai Dok Nai Thongkaeo Monument,Ang Thong,P03013877
2591,6022479,Nai Thon Beach,Ang Thong,P03013877
2593,553519,Koh Khai Nai,Ang Thong,P03013877
2594,8134980,Nai Harn Gym,Ang Thong,P03013877
2595,18716115,Asia Blue - Thong Nai Pan,Ang Thong,P03013877
2596,12932911,Nai Lert Park Heritage Home,Ang Thong,P03013877
2597,4322683,Wat Ban Phran,Ang Thong,P03013545
2602,4322942,Wat Ban Tat,Ang Thong,P03013545
2605,9883800,Wat Siriuttho (Wat Kham Chanod),Ang Thong,P03013545
2606,4322923,Wat Ban Krang,Ang Thong,P03013545
2607,4322551,Phanthai Norasing Monument,Ang Thong,P03007215
2608,13485593,Phanthai Norasing Floating Market,Ang Thong,P03007215
2609,4322896,Phan Thai Norasing Shrine,Ang Thong,P03007215
2620,4322690,Wat Khian,Ang Thong,P03005503
2621,6669504,Wat Khian Bang Kaeo,Ang Thong,P03005503
2622,19657876,Wat Khian Burapharam,Ang Thong,P03005503
2623,19625684,Wat Khian Burapharam,Ang Thong,P03005503
2630,9710148,Wat Wiset Chai Chan,Ang Thong,P03005482
2634,4322688,Wat Siroi,Ang Thong,P03005482
2637,4041450,"Wat Chai Mongkon, Pattaya",Ang Thong,P03005482
2640,7390016,Wat Phra Phuttabat Si Roi,Ang Thong,P03005464
2643,8595483,Wat Pa Kung,Ang Thong,P03005464
2644,7378518,Wat Phraphutthabat Si Roi Temple,Ang Thong,P03005464
2645,6669311,Wat Burapha Phiram,Ang Thong,P03005464
2649,10718084,Wat Sriboonreung (Wat Si Bunruang),Ang Thong,P03005464
2650,16859963,Wat Yang Kuang,Ang Thong,P03001403
2651,10721331,Wat Yang Luang,Ang Thong,P03001403
2652,6669528,Wat Yang Na Rangsi,Ang Thong,P03001403
2653,8654038,Wat Yang Nam Klat Tai,Ang Thong,P03001403
2654,4777441,Wat San Pa Yang Luang,Ang Thong,P03001403
2656,12122824,Wat Khu Yang,Ang Thong,P03001403
2659,23022734,Wat Ban Yang Chum Yai,Ang Thong,P03001403
2663,6641044,Wat Phra Thaen Sila At,Ang Thong,P03000555
2664,4322663,Wat Suwansewariyaram,Ang Thong,P03000535
2686,4322382,Wat Ang Thong Worawihan,Ang Thong,P03000489
2723,1758801,Prasat Muang Singh Historical Park,Ang Thong,P03000358
2733,8454288,Ban Ta Klang Elephant Village,Sing Buri,P03015681
2744,8006100,Maenam Beach,Sing Buri,P03013883
2745,12310659,Nan Maenam Massage,Sing Buri,P03013883
2746,6884193,Mengrai Kilns,Sing Buri,P03013883
2748,4322789,Phrom Lok Waterfall,Sing Buri,P03015668
2749,15609371,Lek Massage Bangkok - BTS Phrom Phong,Sing Buri,P03015668
2751,13199053,Urban Retreat Spa - Phrom Phong,Sing Buri,P03015668
2752,2667297,Asia Herb Association - Phrom Phong Shop,Sing Buri,P03015668
2763,554864,Wat Phrathat Chae Haeng,Sing Buri,P03013402
2766,7352413,Wat Phrathat Sadet Temple,Sing Buri,P03013402
2767,6669337,Wat Phrathat Chang Kham Worawihan,Sing Buri,P03013402
2768,15246391,Wat Phrathat Mon Phrachao Lai,Sing Buri,P03013402
2772,8783193,Wat Phrathat Chom Chan,Sing Buri,P03013402
2783,8845612,Monument of Bang Rachan Heroes,Sing Buri,P03003167
2784,6669510,Bang Rachan Islet,Sing Buri,P03003167
2786,19085947,Ban Rachan Old-Style Market,Sing Buri,P03003167
2787,6669426,Phrathat Bang Phuan,Sing Buri,P03003167
2789,6885224,Khai Nok Island,Sing Buri,P03003167
2790,6199460,Nong Khai Aquarium,Sing Buri,P03003167
2792,4870216,The First Thai–Lao Friendship Bridge,Sing Buri,P03003167
2793,4322472,Wat Yai Sawang Arom,Sing Buri,P03025674
2794,13326168,Wat Sawang Arom,Sing Buri,P03025674
2795,20973841,Wat Sawang Arom,Sing Buri,P03025674
2796,8654042,Wat Sawang Arom (Wat Tham Sri Thon ),Sing Buri,P03025674
2797,12086394,Wat Sawang Arom Worawihan,Sing Buri,P03025674
2798,21371797,Wat Pa Sawang Tham,Sing Buri,P03025674
2800,6669196,Shadow Play House of Suchat Sapsin,Sing Buri,P03025674
2811,1743396,Wat Si Chum,Sing Buri,P03005608
2840,4322695,Wat Phra Borommathat Worawihan,Sing Buri,P03005027
2843,456350,The Sanctuary Of Truth,Sing Buri,P03015682
2859,447441,Phra Buddha Chinnarat,Sing Buri,P03015671
2882,4322547,Mueang Boran Bueng Khok Chang,Sing Buri,P03013400
2885,25109268,Ban Khu Mueang Museum,Sing Buri,P03006552
2886,6669395,Mueang Boran Ban Ka Rung,Sing Buri,P03006552
2887,4322941,Wat Phra Boromthat and Ancient Tak City,Sing Buri,P03006552
2890,4079601,Kaeng Khud Khu,Sing Buri,P03006552
2891,15062970,Muang Khu Bua Ancient Remains,Sing Buri,P03006552
2892,552531,Wat Buppharam,Sing Buri,P03005734
2894,4322483,Wat Buppharam or Wat Plai Klong,Sing Buri,P03005734
2896,555167,Wat Bang Riang,Sing Buri,P03005734
2899,19507315,Wat Buppharam Worawihan,Sing Buri,P03005734
2911,8779180,Bann Kang Wat,Sing Buri,P03005713
2932,4322909,Wat Phra Prang and Ancient Kilns,Sing Buri,P03005588
2933,1010091,Phra Prang Sam Yot,Sing Buri,P03005588
2944,10077750,Tung Bua Tong Forest Park Doi Mae Mae Ukho,Sing Buri,P03000551
2946,6771960,Singha Park,Sing Buri,P03000551
2957,25066931,Wat Song Sawoei,Chai Nat,P03008068
2958,4322504,Pha Sawoei,Chai Nat,P03008068
2970,4322699,Chao Phraya Dam,Chai Nat,P03012143
2975,4322978,Science Center and Planetarium  Chainat Bird Park,Chai Nat,P03013131
2977,4243478,Chainat bird park,Chai Nat,P03013611
2979,4985745,Phuket Bird Park,Chai Nat,P03013611
2980,17484004,Luang Pu Thuat Temple,Chai Nat,P03006839
2981,4322696,Wat Pak Khlong Makham Thao,Chai Nat,P03006839
2994,4322992,Wat Mahathat,Chai Nat,P03013891
2997,6640788,Wat Klai Kangwon,Chai Nat,P03013891
3005,6669569,Wat Tham Khao Rup Chang,Chai Nat,P03004569
3007,17608504,Wat Tham Khao Prathun,Chai Nat,P03004569
3008,4978615,Wat Tham Phrahat Khao Phrang,Chai Nat,P03004569
3011,3367514,Wat Khao Tham,Chai Nat,P03004569
3033,6669567,Wat Lak Si Rat Samoson,Chai Nat,P03014374
3044,8814855,Wat Phra Borommathat Chediyaram,Chai Nat,P03005073
3055,6726029,Wat Phraya Tham,Chai Nat,P03010737
3063,4322552,Wat Karuna,Chai Nat,P03010754
3064,18313606,Samma Karuna,Chai Nat,P03010754
3073,4322701,Khun San Statue,Chai Nat,P03008073
3086,14183193,Tukcom - Chon Buri,Chai Nat,P03014367
3090,669526,Nong Nooch Tropical Botanical Garden,Chai Nat,P03014367
3092,3860704,Sai Kaew Beach,Chai Nat,P03014367
3094,8028225,Koh Larn,Chai Nat,P03014367
3105,547699,Hong Island,Chai Nat,P03014376
3107,23546835,Wat Pathom Thet Na Aranyawasi,Chai Nat,P03014420
3110,13413591,Pai Plong Beach,Chai Nat,P03014420
3112,15335049,Wat Nong Ya Plong,Chai Nat,P03014420
3115,7133238,Chiang Chom Temple (Wat Chedi Plong Pagoda),Chai Nat,P03014420
3116,8611183,Boat Avenue Villa Market,Chai Nat,P03014377
3118,14121416,The Ricemill Market,Chai Nat,P03014377
3119,8783034,Chan Chala Night Market,Chai Nat,P03014377
3121,7264052,Wat Phra Singh,Chai Nat,P03014369
3123,6468659,Gurdwara Siri Guru Singh Sabha (Wat Sikh),Chai Nat,P03014369
3130,6902631,Wat Nuan Chan,Chai Nat,P03014373
3132,13413595,Wat Don Chan,Chai Nat,P03014373
3146,6669542,Wasan Crocodile Farm,Chai Nat,P03013890
3147,455812,Samutprakan Crocodile Farm and Zoo,Chai Nat,P03013890
3149,665043,Samui Crocodile Farm,Chai Nat,P03013890
3153,14928814,The Wora Spa Hua Hin,Chai Nat,P03008066
3154,2513887,Wat Mangkon Kamalawat,Chai Nat,P03014371
3158,23833658,Wat Don Tum,Chai Nat,P03014371
3164,5963684,Wat Bor Fai,Chai Nat,P03005058
3184,4322700,Chai Nat Muni National Museum,Chai Nat,P03004966
3185,3512151,Morakot Cave (Emerald Cave),Saraburi,P03013903
3187,8725100,Wat Jetiyakhiri (Wat Phu Thok),Saraburi,P03013900
3188,3561661,Wat Phu Tok,Saraburi,P03013900
3189,2721095,Phra That Cave,Saraburi,P03013900
3191,3654397,Muak Lek ATV,Saraburi,P03004598
3192,7168315,Namtok Chet Sao Noi National Park,Saraburi,P03004598
3194,12012435,BigTae Garden,Saraburi,P03004598
3195,7690304,Wat Tham Tham Osod Temple,Saraburi,P03004598
3206,24088233,Wat Tham Krabok,Saraburi,P03013817
3209,3342254,Tham Kra Sae Bridge,Saraburi,P03013817
3210,1636314,Tham Khao Luang Cave,Saraburi,P03013817
3211,2641086,Tham Khao Luang Cave,Saraburi,P03013817
3213,4322898,Wat Chanthaburi,Saraburi,P03004044
3214,1924656,Wat Khao Sukim,Saraburi,P03004044
3216,6668928,Wat Phlup,Saraburi,P03004044
3217,9710091,Wat Khaochawang,Saraburi,P03004044
3219,13089263,Wat Khetnaboonyaram,Saraburi,P03004044
3220,12958274,Wat Khao Banchob,Saraburi,P03004044
3223,6614342,Hua Hin Night Market,Saraburi,P03018305
3224,9697555,Mai Hua Takhe Market,Saraburi,P03018305
3225,3814473,Market Village HuaHin,Saraburi,P03018305
3226,1988940,Cicada Market,Saraburi,P03018305
3227,8809376,Tamarind Market,Saraburi,P03018305
3228,2328989,Hua Hin Sam Phan Nam Floating Market,Saraburi,P03018305
3229,19797811,Hua Hin Day Market,Saraburi,P03018305
3230,17527579,Chatchai Market,Saraburi,P03018305
3231,6277182,Hua Hin Floating Market,Saraburi,P03018305
3232,552838,Hua Hin Beach,Saraburi,P03018305
3234,2179895,Namtok Phlio National Park,Saraburi,P03005928
3235,6878365,Namtok Ngao National Park,Saraburi,P03005928
3236,4322625,Kaeng Chet Khwae National Park,Saraburi,P03005928
3237,10005033,Namtok Pha Charoen National Park,Saraburi,P03005928
3238,6669416,Namtok Yong National Park,Saraburi,P03005928
3240,4322746,Phra Nang Cave,Saraburi,P03007697
3256,3384454,Khao Yoi Cave,Saraburi,P03004509
3258,3445712,Khao Mai Kaew Cave,Saraburi,P03004509
3259,8769623,Khao Khanap Nam Cave,Saraburi,P03004509
3260,13347764,Khao Luk Chang Bat Cave,Saraburi,P03004509
3261,10210246,Pae Chet Khot,Saraburi,P03009092
3262,8595494,Krok E-Dok Waterfall,Saraburi,P03025831
3264,6669329,Wat Phra Phutthabat Tak Pha,Saraburi,P03004539
3266,9801148,Wat Khao Phra Phutthabat Bang Sai,Saraburi,P03004539
3283,6669305,Khao Sam Lan National Park,Saraburi,P03000380
3285,455766,Khao Sam Roi Yot National Park,Saraburi,P03000380
3287,8818088,Khao Khitchakut National Park,Saraburi,P03000380
3288,6669554,Khao Luang National Park,Saraburi,P03000380
3289,2086145,Khao Phra Thaeo National Park,Saraburi,P03000380
3291,1231264,Khao Phanom Bencha National Park,Saraburi,P03000380
3292,24188031,Cheow Lan Lake Khao Sok National Park,Saraburi,P03000380
3307,6669425,Wat Pra Dhat Pha-Ngao,Saraburi,P03003943
3308,6641047,Wat Pha Sorn Kaew,Saraburi,P03003943
3310,4028459,Haad Yao Beach,Saraburi,P03003943
3311,8513346,Wat Pha Tak Suea,Saraburi,P03003943
3313,4322681,Wat Samuha Pradittharam,Saraburi,P03004160
3314,17739188,Wat Soda Pradittharam,Saraburi,P03004160
3315,8685972,Wat Si Thep Pradittharam,Saraburi,P03004160
3324,8844294,Sea Farming Demonstration Unit,Saraburi,P03018204
3328,6772049,Sub Lek Reservoir,Saraburi,P03025826
3337,4322539,Namtok Ton Nga Chang,Saraburi,P03015432
3338,4322440,Namtok Inthason,Saraburi,P03015432
3340,1760401,Bua Thong Waterfalls (Nam Phu Chet Si),Saraburi,P03015432
3341,7202643,Namtok Sarika waterfall,Saraburi,P03015432
3342,4322495,Namtok Sai Rung,Saraburi,P03015432
3344,4322607,Namtok Lan Rak or Namtok Tat Hin Kong,Saraburi,P03015432
3345,6641099,Sunflower Field,Saraburi,P03013819
3346,13293636,Manee Sorn Sunflower Field,Saraburi,P03013819
3347,7267882,Sunflower Field,Saraburi,P03013819
3348,15637894,Khao Chin Lae Sunflower Field,Saraburi,P03013819
3349,10224093,Khao Jeen Lae Sunflower Field,Saraburi,P03013819
3350,8850619,Sunflower Field,Saraburi,P03013819
3352,8131704,Wat Tham Chiang Dao Temple,Saraburi,P03015666
3362,550771,Chiang Dao Cave,Saraburi,P03000005
3368,12142307,Wat Phu Khao Kaew,Saraburi,P03000005
3369,6013046,Cave Dao,Saraburi,P03000005
3370,3386063,Khao Kob Cave,Saraburi,P03000005
3371,5953815,Pha Sadet,Saraburi,P03007677
3372,7358873,Than Sadet Waterfall National Park,Saraburi,P03007677
3373,1898401,Hat Sadet Beach,Saraburi,P03007677
3375,10053122,Laem Sadet Beach,Saraburi,P03007677
3377,15089355,Tha Sadet Market,Saraburi,P03007677
3378,16882502,Huai Rap Sadet Waterfall,Saraburi,P03007677
3379,7299207,Pha Chor,Saraburi,P03007677
3380,15274797,Pha Hi Village,Saraburi,P03007677
3381,4322908,Phra Phuttha Nirarokhantarai Chaiwat Chaturathit,Saraburi,P03015414
3382,4322826,Phra Phutthanirokhantarai Chaiwat Chaturathit,Saraburi,P03015414
3384,24175951,Wat Phra Phuttha Saeng Tham,Saraburi,P03015414
3386,6015313,Wat Phuttha Chaiyo,Saraburi,P03015414
3390,13073591,Wat Phuttha Nimit,Saraburi,P03015414
3397,6669364,Phra That Kong Khao Noi,Saraburi,P03013904
3407,10771785,Wat Phra That Mae Chedi,Saraburi,P03013905
3412,4322516,Phra That Tha Uthen,Saraburi,P03013901
3413,8431392,Tha Maharaj,Saraburi,P03013901
3414,6017690,Wat Tha Ka Rong Floating Market,Saraburi,P03013901
3415,6657074,Tha Tien Market,Saraburi,P03013901
3418,2527998,Tha Chang Pier,Saraburi,P03013901
3421,4322386,Weaving Centre of Tambon Ban Ton Tan,Saraburi,P03013897
3422,13413739,Ban Ton Tan Floating Market,Saraburi,P03013897
3423,8329350,Ton Chong Fa Waterfall,Saraburi,P03013897
3424,4322931,Ban Tha Sawang Silk Weaving Village,Saraburi,P03013897
3425,10865484,Ton Pring Waterfall,Saraburi,P03013897
3426,12677299,Tan Massage,Saraburi,P03013897
3428,12266515,Kasem Van Taxi Bangkok,Saraburi,P03008507
3431,15545969,Khlong Phadung Krung Kasem,Saraburi,P03008507
3432,8649325,Cheaper than Hotel Khaolak,Saraburi,P03008507
3433,4826329,Kasem Store,Saraburi,P03008507
3435,26444054,Phadung Krung Kasem Canal,Saraburi,P03008507
3444,2436640,Thung Khai Botanical Garden,Saraburi,P03015636
3446,13376284,Cinta Garden,Saraburi,P03015636
3448,456282,Piyamit Tunnels,Saraburi,P03004471
3450,24005787,Khao Yai National Park,Nakhon Nayok,P03004741
3451,23730971,Bobbys Jungle Tours Khao Yai National Park,Nakhon Nayok,P03004741
3452,3915425,Khoa Yai and Beyond,Nakhon Nayok,P03004741
3454,6482199,Primo Piazza Khao Yai,Nakhon Nayok,P03004741
3456,8614214,Haew Narok Waterfall,Nakhon Nayok,P03004741
3457,6540471,Khao Yai Floating Market,Nakhon Nayok,P03004741
3459,6668935,Phutthasathan Phu Po,Nakhon Nayok,P03000017
3460,4322408,Mae Ta-khrai National Park,Nakhon Nayok,P03002961
3468,6518041,Nang Rong Waterfalls,Nakhon Nayok,P03006571
3469,8064619,Lam Nang Rong Dam,Nakhon Nayok,P03006571
3470,6557587,Namtok Huai Rong Waterfall,Nakhon Nayok,P03006571
3473,4322938,Namtok Nang Khruan,Nakhon Nayok,P03006571
3478,21039227,Wat Tham Sarika,Nakhon Nayok,P03016724
3487,8851721,Wat Tham Phra,Nakhon Nayok,P03016724
3490,13392470,Wat Jula Manee,Nakhon Nayok,P03016776
3506,6668942,Namtok Pha Rom Yen,Nakhon Nayok,P03006327
3507,4322954,Namtok Cyber,Nakhon Nayok,P03006327
3510,13347916,Phuttha Utthayan Wat Pa Dong Rai,Nakhon Nayok,P03011336
3515,7856227,Puttha Utthayan and Pra Mongkol Ming Muang,Nakhon Nayok,P03011336
3519,6439540,Ganesha Park,Nakhon Nayok,P03012243
3520,14180338,Ganesha Temple,Nakhon Nayok,P03012243
3522,8861910,KBank Siam Pic Ganesha,Nakhon Nayok,P03012243
3525,14135450,Hadsai Tai Khuean@Kra Siao Dam,Nakhon Nayok,P03001601
3528,15032701,Khlong Khuean Ganesh International park,Nakhon Nayok,P03001601
3530,13322472,Dan’s Collections,Nakhon Nayok,P03001601
3531,4322943,Khuean Thap Salao,Nakhon Nayok,P03001601
3533,4322486,Chulachomklao Royal Military Academy,Nakhon Nayok,P03013123
3538,12847131,Bamboo Grove - Chulapornwararam Temple,Nakhon Nayok,P03018191
3540,16882484,Rong Kluea Nakhon Nayok Market,Nakhon Nayok,P03018191
3541,10623492,Wat Phrammani - Luang Po Pak Daeng,Nakhon Nayok,P03018191
3545,3646467,Wat Pathum Wanaram,Nakhon Nayok,P03011368
3550,8064645,Chulabhorn Dam,Nakhon Nayok,P03011368
3561,4322637,Wat Doem Bang,Nakhon Nayok,P03016756
3565,21157007,Tung Na Mui Bridge,Nakhon Nayok,P03012234
3566,8385208,Bhumibol Bridge (Industrial Ring Road Bridge),Nakhon Nayok,P03012234
3567,4322662,Klong Thom Center,Nakhon Nayok,P03016727
3583,17780206,Wang Bon Reservoir,Nakhon Nayok,P03016734
3584,2723735,Pak Weep Beach,Nakhon Nayok,P03013984
3586,4040356,International Tsunami Museum,Nakhon Nayok,P03013984
