ภาค,จังหวัด,รายการ,รายการย่อย,ประเภทผู้เยี่ยมเยือน,2554,2555,2556,2557,2558,2559,2560,2561,2562,2563,2564,2565
,,,,ชาวต่างประเทศ,"  9,641 ","  36,403 ","  37,493 ","  34,222 ","  33,403 ","  32,966 ","  33,904 ","  33,779 ","  33,771 ","  4,988 ",  525 ,"  3,398 "
,,,จำนวนนักทัศนาจร,รวม,"  2,296,257 ","  2,333,945 ","  2,411,321 ","  2,350,992 ","  2,524,958 ","  2,607,329 ","  2,747,094 ","  2,892,140 ","  2,928,360 ","  1,045,391 ","  815,525 ","  2,794,441 "
,,,,ชาวไทย,"  2,291,417 ","  2,250,114 ","  2,348,776 ","  2,291,398 ","  2,461,853 ","  2,542,502 ","  2,679,030 ","  2,820,904 ","  2,858,712 ","  1,040,618 ","  814,813 ","  2,788,042 "
,,,,ชาวต่างประเทศ,"  4,840 ","  83,831 ","  62,545 ","  59,594 ","  63,105 ","  64,827 ","  68,064 ","  71,236 ","  69,648 ","  4,773 ",  712 ,"  6,399 "
,,รายได้การท่องเที่ยว (ล้านบาท),ผู้เยี่ยมเยือน,รวม,"  3,632.41 ","  5,261.11 ","  5,297.27 ","  5,203.36 ","  5,558.86 ","  6,010.48 ","  6,470.82 ","  6,758.74 ","  6,810.88 ","  2,585.87 ","  1,835.26 ","  6,345.06 "
,,,,ชาวไทย,"  3,589.39 ","  5,063.83 ","  5,117.15 ","  5,035.17 ","  5,383.87 ","  5,828.93 ","  6,271.22 ","  6,550.87 ","  6,607.94 ","  2,566.51 ","  1,833.16 ","  6,325.63 "
,,,,ชาวต่างประเทศ,  43.02 ,  197.28 ,  180.12 ,  168.19 ,  174.99 ,  181.55 ,  199.60 ,  207.87 ,  202.94 ,  19.36 ,  2.10 ,  19.43 
,ชลบุรี,จำนวนผู้เยี่ยมเยือน,รวม,รวม,"  10,823,369 ","  11,224,397 ","  11,736,488 ","  10,843,412 ","  11,742,224 ","  16,252,009 ","  17,403,161 ","  18,211,539 ","  18,602,920 ","  7,477,244 ","  3,409,141 ","  14,552,771 "
,,,,ชาวไทย,"  4,536,581 ","  4,430,332 ","  4,520,383 ","  4,367,710 ","  4,784,716 ","  7,615,058 ","  8,131,144 ","  8,569,217 ","  8,636,346 ","  5,668,639 ","  3,375,258 ","  12,704,066 "
,,,,ชาวต่างประเทศ,"  6,286,788 ","  6,794,065 ","  7,216,105 ","  6,475,702 ","  6,957,508 ","  8,636,951 ","  9,272,017 ","  9,642,322 ","  9,966,574 ","  1,808,605 ","  33,883 ","  1,848,705 "
,,,จำนวนนักท่องเที่ยว,รวม,"  9,028,523 ","  9,753,227 ","  10,167,469 ","  9,246,430 ","  10,002,914 ","  13,812,345 ","  14,856,510 ","  15,521,103 ","  15,810,368 ","  5,957,923 ","  2,316,951 ","  9,984,883 "
,,,,ชาวไทย,"  2,885,506 ","  3,092,548 ","  3,097,378 ","  2,909,259 ","  3,199,439 ","  5,364,972 ","  5,782,629 ","  6,087,873 ","  6,060,727 ","  4,205,360 ","  2,286,381 ","  8,313,657 "
,,,,ชาวต่างประเทศ,"  6,143,017 ","  6,660,679 ","  7,070,091 ","  6,337,171 ","  6,803,475 ","  8,447,373 ","  9,073,881 ","  9,433,230 ","  9,749,641 ","  1,752,563 ","  30,570 ","  1,671,226 "
,,,จำนวนนักทัศนาจร,รวม,"  1,794,846 ","  1,471,170 ","  1,569,019 ","  1,596,982 ","  1,739,310 ","  2,439,664 ","  2,546,651 ","  2,690,436 ","  2,792,552 ","  1,519,321 ","  1,092,190 ","  4,567,888 "
,,,,ชาวไทย,"  1,651,075 ","  1,337,784 ","  1,423,005 ","  1,458,451 ","  1,585,277 ","  2,250,086 ","  2,348,515 ","  2,481,344 ","  2,575,619 ","  1,463,279 ","  1,088,877 ","  4,390,409 "
,,,,ชาวต่างประเทศ,"  143,771 ","  133,386 ","  146,014 ","  138,531 ","  154,033 ","  189,578 ","  198,136 ","  209,092 ","  216,933 ","  56,042 ","  3,313 ","  177,479 "
,,รายได้การท่องเที่ยว (ล้านบาท),ผู้เยี่ยมเยือน,รวม,"  94,845.90 ","  100,537.49 ","  111,108.81 ","  108,092.10 ","  133,938.30 ","  206,271.88 ","  240,610.45 ","  264,543.05 ","  276,328.34 ","  79,158.21 ","  20,196.37 ","  105,141.61 "
,,,,ชาวไทย,"  23,690.22 ","  22,580.85 ","  23,702.06 ","  23,313.87 ","  26,510.88 ","  44,014.17 ","  49,207.72 ","  53,734.41 ","  55,499.48 ","  32,730.30 ","  19,663.25 ","  74,887.78 "
,,,,ชาวต่างประเทศ,"  71,155.68 ","  77,956.64 ","  87,406.75 ","  84,778.23 ","  107,427.42 ","  162,257.71 ","  191,402.73 ","  210,808.64 ","  220,828.86 ","  46,427.91 ",  533.12 ,"  30,253.83 "
,ระยอง,จำนวนผู้เยี่ยมเยือน,รวม,รวม,"  4,583,551 ","  5,347,954 ","  5,643,533 ","  6,150,336 ","  6,650,710 ","  6,929,843 ","  7,319,948 ","  7,761,662 ","  7,877,379 ","  3,193,523 ","  1,627,546 ","  2,941,557 "
,,,,ชาวไทย,"  4,336,032 ","  4,877,889 ","  5,169,919 ","  5,678,118 ","  6,151,526 ","  6,419,164 ","  6,792,732 ","  7,208,733 ","  7,310,599 ","  3,074,852 ","  1,611,200 ","  2,830,657 "
,,,,ชาวต่างประเทศ,"  247,519 ","  470,065 ","  473,614 ","  472,218 ","  499,184 ","  510,679 ","  527,216 ","  552,929 ","  566,780 ","  118,671 ","  16,346 ","  110,900 "
,,,จำนวนนักท่องเที่ยว,รวม,"  2,978,355 ","  3,311,227 ","  3,461,717 ","  3,854,783 ","  4,171,188 ","  4,352,435 ","  4,615,178 ","  4,885,274 ","  4,940,414 ","  2,091,102 ","  1,119,364 ","  2,124,347 "
,,,,ชาวไทย,"  2,760,879 ","  2,928,471 ","  3,080,952 ","  3,478,384 ","  3,773,969 ","  3,947,108 ","  4,197,945 ","  4,447,401 ","  4,492,065 ","  2,007,494 ","  1,104,957 ","  2,055,797 "
,,,,ชาวต่างประเทศ,"  217,476 ","  382,756 ","  380,765 ","  376,399 ","  397,219 ","  405,327 ","  417,233 ","  437,873 ","  448,349 ","  83,608 ","  14,407 ","  68,550 "
,,,จำนวนนักทัศนาจร,รวม,"  1,605,196 ","  2,036,727 ","  2,181,816 ","  2,295,553 ","  2,479,522 ","  2,577,408 ","  2,704,770 ","  2,876,388 ","  2,936,965 ","  1,102,421 ","  508,182 ","  817,210 "
,,,,ชาวไทย,"  1,575,153 ","  1,949,418 ","  2,088,967 ","  2,199,734 ","  2,377,557 ","  2,472,056 ","  2,594,787 ","  2,761,332 ","  2,818,534 ","  1,067,358 ","  506,243 ","  774,860 "
,,,,ชาวต่างประเทศ,"  30,043 ","  87,309 ","  92,849 ","  95,819 ","  101,965 ","  105,352 ","  109,983 ","  115,056 ","  118,431 ","  35,063 ","  1,939 ","  42,350 "
,,รายได้การท่องเที่ยว (ล้านบาท),ผู้เยี่ยมเยือน,รวม,"  17,891.39 ","  22,294.76 ","  23,541.67 ","  25,123.85 ","  28,379.66 ","  30,614.44 ","  33,811.36 ","  36,858.05 ","  37,081.19 ","  12,763.60 ","  6,348.60 ","  12,734.85 "
,,,,ชาวไทย,"  16,144.28 ","  18,830.25 ","  20,095.66 ","  21,496.64 ","  24,346.79 ","  26,383.53 ","  29,192.58 ","  31,807.50 ","  32,004.44 ","  11,943.24 ","  6,264.52 ","  12,204.18 "
,,,,ชาวต่างประเทศ,"  1,747.11 ","  3,464.51 ","  3,446.01 ","  3,627.21 ","  4,032.87 ","  4,230.91 ","  4,618.78 ","  5,050.55 ","  5,076.75 ",  820.36 ,  84.08 ,  530.67 
,จันทบุรี,จำนวนผู้เยี่ยมเยือน,รวม,รวม,"  1,518,859 ","  1,559,370 ","  1,645,811 ","  1,700,799 ","  1,869,469 ","  1,943,860 ","  2,360,286 ","  2,468,214 ","  2,484,480 ","  1,437,189 ","  803,062 ","  1,402,269 "
,,,,ชาวไทย,"  1,467,195 ","  1,488,038 ","  1,571,614 ","  1,626,262 ","  1,791,080 ","  1,862,998 ","  2,270,094 ","  2,374,026 ","  2,390,150 ","  1,423,852 ","  800,832 ","  1,392,357 "
,,,,ชาวต่างประเทศ,"  51,664 ","  71,332 ","  74,197 ","  74,537 ","  78,389 ","  80,862 ","  90,192 ","  94,188 ","  94,330 ","  13,337 ","  2,230 ","  9,912 "
,,,จำนวนนักท่องเที่ยว,รวม,"  1,095,215 ","  1,072,348 ","  1,119,447 ","  1,157,567 ","  1,291,710 ","  1,344,081 ","  1,716,230 ","  1,787,728 ","  1,786,577 ","  993,764 ","  604,728 ","  1,020,262 "
,,,,ชาวไทย,"  1,058,692 ","  1,018,905 ","  1,064,307 ","  1,102,719 ","  1,234,299 ","  1,285,453 ","  1,649,344 ","  1,718,029 ","  1,716,839 ","  983,667 ","  603,012 ","  1,014,889 "
,,,,ชาวต่างประเทศ,"  36,523 ","  53,443 ","  55,140 ","  54,848 ","  57,411 ","  58,628 ","  66,886 ","  69,699 ","  69,738 ","  10,097 ","  1,716 ","  5,373 "
,,,จำนวนนักทัศนาจร,รวม,"  423,644 ","  487,022 ","  526,364 ","  543,232 ","  577,759 ","  599,779 ","  644,056 ","  680,486 ","  697,903 ","  443,425 ","  198,334 ","  382,007 "
,,,,ชาวไทย,"  408,503 ","  469,133 ","  507,307 ","  523,543 ","  556,781 ","  577,545 ","  620,750 ","  655,997 ","  673,311 ","  440,185 ","  197,820 ","  377,468 "
,,,,ชาวต่างประเทศ,"  15,141 ","  17,889 ","  19,057 ","  19,689 ","  20,978 ","  22,234 ","  23,306 ","  24,489 ","  24,592 ","  3,240 ",  514 ,"  4,539 "
,,รายได้การท่องเที่ยว (ล้านบาท),ผู้เยี่ยมเยือน,รวม,"  4,125.66 ","  4,213.80 ","  4,568.52 ","  4,734.04 ","  5,263.35 ","  5,700.99 ","  7,628.47 ","  8,520.18 ","  8,713.84 ","  4,223.06 ","  2,187.38 ","  4,619.98 "
,,,,ชาวไทย,"  3,927.01 ","  3,914.87 ","  4,250.15 ","  4,402.23 ","  4,896.68 ","  5,311.73 ","  7,151.82 ","  7,984.60 ","  8,171.84 ","  4,127.77 ","  2,179.34 ","  4,583.62 "
,,,,ชาวต่างประเทศ,  198.65 ,  298.93 ,  318.37 ,  331.81 ,  366.67 ,  389.26 ,  476.65 ,  535.58 ,  542.00 ,  95.29 ,  8.04 ,  36.36 
,ตราด,จำนวนผู้เยี่ยมเยือน,รวม,รวม,"  1,097,352 ","  1,625,918 ","  1,685,537 ","  1,742,621 ","  1,864,064 ","  1,978,489 ","  2,089,125 ","  2,178,704 ","  2,278,251 ","  1,107,719 ","  704,965 ","  1,372,422 "
,,,,ชาวไทย,"  859,093 ","  1,255,511 ","  1,281,384 ","  1,325,966 ","  1,416,041 ","  1,490,651 ","  1,583,249 ","  1,650,140 ","  1,724,793 ","  942,744 ","  697,671 ","  1,327,428 "
,,,,ชาวต่างประเทศ,"  238,259 ","  370,407 ","  404,153 ","  416,655 ","  448,023 ","  487,838 ","  505,876 ","  528,564 ","  553,458 ","  164,975 ","  7,294 ","  44,994 "
,,,จำนวนนักท่องเที่ยว,รวม,"  1,037,272 ","  1,547,198 ","  1,600,817 ","  1,655,249 ","  1,770,554 ","  1,881,496 ","  1,987,449 ","  2,071,961 ","  2,167,927 ","  1,066,963 ","  667,590 ","  1,320,278 "
,,,,ชาวไทย,"  810,145 ","  1,199,712 ","  1,221,857 ","  1,264,619 ","  1,350,606 ","  1,422,987 ","  1,512,148 ","  1,575,411 ","  1,648,189 ","  907,379 ","  660,496 ","  1,281,880 "
,,,,ชาวต่างประเทศ,"  227,127 ","  347,486 ","  378,960 ","  390,630 ","  419,948 ","  458,509 ","  475,301 ","  496,550 ","  519,738 ","  159,584 ","  7,094 ","  38,398 "
,,,จำนวนนักทัศนาจร,รวม,"  60,080 ","  78,720 ","  84,720 ","  87,372 ","  93,510 ","  96,993 ","  101,676 ","  106,743 ","  110,324 ","  40,756 ","  37,375 ","  52,144 "
,,,,ชาวไทย,"  48,948 ","  55,799 ","  59,527 ","  61,347 ","  65,435 ","  67,664 ","  71,101 ","  74,729 ","  76,604 ","  35,365 ","  37,175 ","  45,548 "
,,,,ชาวต่างประเทศ,"  11,132 ","  22,921 ","  25,193 ","  26,025 ","  28,075 ","  29,329 ","  30,575 ","  32,014 ","  33,720 ","  5,391 ",  200 ,"  6,596 "
,,รายได้การท่องเที่ยว (ล้านบาท),ผู้เยี่ยมเยือน,รวม,"  7,498.03 ","  11,655.76 ","  12,607.00 ","  13,162.83 ","  14,445.05 ","  15,785.84 ","  17,498.74 ","  19,295.58 ","  19,713.73 ","  8,191.45 ","  3,931.64 ","  9,064.94 "
,,,,ชาวไทย,"  4,542.77 ","  7,113.41 ","  7,552.53 ","  7,942.92 ","  8,644.41 ","  9,226.56 ","  10,267.69 ","  11,311.57 ","  11,511.72 ","  5,829.20 ","  3,852.78 ","  8,542.57 "
,,,,ชาวต่างประเทศ,"  2,955.26 ","  4,542.35 ","  5,054.47 ","  5,219.91 ","  5,800.64 ","  6,559.28 ","  7,231.05 ","  7,984.01 ","  8,202.01 ","  2,362.25 ",  78.86 ,  522.37 
,ฉะเชิงเทรา,จำนวนผู้เยี่ยมเยือน,รวม,รวม,"  1,358,491 ","  2,615,076 ","  2,740,284 ","  2,794,003 ","  2,934,944 ","  3,047,651 ","  3,239,899 ","  3,408,573 ","  3,466,731 ","  2,086,015 ","  1,183,255 ","  4,627,125 "
,,,,ชาวไทย,"  1,346,114 ","  2,588,267 ","  2,712,317 ","  2,766,377 ","  2,906,450 ","  3,018,439 ","  3,209,047 ","  3,376,527 ","  3,434,559 ","  2,080,335 ","  1,182,999 ","  4,621,189 "
,,,,ชาวต่างประเทศ,"  12,377 ","  26,809 ","  27,967 ","  27,626 ","  28,494 ","  29,212 ","  30,852 ","  32,046 ","  32,172 ","  5,680 ",  256 ,"  5,936 "
,,,จำนวนนักท่องเที่ยว,รวม,"  366,362 ","  488,119 ","  520,621 ","  516,123 ","  540,100 ","  539,823 ","  560,611 ","  558,890 ","  552,982 ","  220,500 ","  91,935 ","  328,329 "
,,,,ชาวไทย,"  360,687 ","  480,527 ","  512,936 ","  508,623 ","  532,353 ","  532,456 ","  552,960 ","  551,294 ","  545,465 ","  219,659 ","  91,895 ","  326,714 "
,,,,ชาวต่างประเทศ,"  5,675 ","  7,592 ","  7,685 ","  7,500 ","  7,747 ","  7,367 ","  7,651 ","  7,596 ","  7,517 ",  841 ,  40 ,"  1,615 "
,,,จำนวนนักทัศนาจร,รวม,"  992,129 ","  2,126,957 ","  2,219,663 ","  2,277,880 ","  2,394,844 ","  2,507,828 ","  2,679,288 ","  2,849,683 ","  2,913,749 ","  1,865,515 ","  1,091,320 ","  4,298,796 "
,,,,ชาวไทย,"  985,427 ","  2,107,740 ","  2,199,381 ","  2,257,754 ","  2,374,097 ","  2,485,983 ","  2,656,087 ","  2,825,233 ","  2,889,094 ","  1,860,676 ","  1,091,104 ","  4,294,475 "
,,,,ชาวต่างประเทศ,"  6,702 ","  19,217 ","  20,282 ","  20,126 ","  20,747 ","  21,845 ","  23,201 ","  24,450 ","  24,655 ","  4,839 ",  216 ,"  4,321 "
,,รายได้การท่องเที่ยว (ล้านบาท),ผู้เยี่ยมเยือน,รวม,"  1,967.99 ","  3,571.69 ","  3,735.06 ","  3,781.62 ","  3,984.33 ","  4,240.41 ","  4,655.55 ","  4,994.01 ","  5,085.78 ","  2,595.43 ","  1,458.54 ","  5,258.07 "
,,,,ชาวไทย,"  1,945.29 ","  3,528.32 ","  3,689.75 ","  3,735.93 ","  3,936.73 ","  4,190.73 ","  4,599.93 ","  4,934.10 ","  5,026.03 ","  2,587.85 ","  1,458.20 ","  5,247.80 "
,,,,ชาวต่างประเทศ,  22.70 ,  43.37 ,  45.31 ,  45.69 ,  47.60 ,  49.68 ,  55.62 ,  59.91 ,  59.75 ,  7.58 ,  0.34 ,  10.27 
,ปราจีนบุรี,จำนวนผู้เยี่ยมเยือน,รวม,รวม,"  1,017,149 ","  1,170,627 ","  1,277,036 ","  1,293,107 ","  1,338,269 ","  1,399,924 ","  1,590,322 ","  1,667,809 ","  1,752,579 ","  961,684 ","  542,002 ","  1,059,800 "
,,,,ชาวไทย,"  963,331 ","  1,090,317 ","  1,189,861 ","  1,204,931 ","  1,249,194 ","  1,307,844 ","  1,488,876 ","  1,563,340 ","  1,642,865 ","  939,797 ","  541,423 ","  1,057,226 "
,,,,ชาวต่างประเทศ,"  53,818 ","  80,310 ","  87,175 ","  88,176 ","  89,075 ","  92,080 ","  101,446 ","  104,469 ","  109,714 ","  21,887 ",  579 ,"  2,574 "
,,,จำนวนนักท่องเที่ยว,รวม,"  672,884 ","  720,525 ","  770,399 ","  774,448 ","  793,301 ","  828,031 ","  979,064 ","  1,016,535 ","  1,095,999 ","  581,210 ","  343,466 ","  664,254 "
,,,,ชาวไทย,"  634,196 ","  660,933 ","  706,034 ","  709,539 ","  728,324 ","  760,985 ","  903,684 ","  939,368 ","  1,013,588 ","  565,188 ","  342,979 ","  662,815 "
,,,,ชาวต่างประเทศ,"  38,688 ","  59,592 ","  64,365 ","  64,909 ","  64,977 ","  67,046 ","  75,380 ","  77,167 ","  82,411 ","  16,022 ",  487 ,"  1,439 "
,,,จำนวนนักทัศนาจร,รวม,"  344,265 ","  450,102 ","  506,637 ","  518,659 ","  544,968 ","  571,893 ","  611,258 ","  651,274 ","  656,580 ","  380,474 ","  198,536 ","  395,546 "
,,,,ชาวไทย,"  329,135 ","  429,384 ","  483,827 ","  495,392 ","  520,870 ","  546,859 ","  585,192 ","  623,972 ","  629,277 ","  374,609 ","  198,444 ","  394,411 "
,,,,ชาวต่างประเทศ,"  15,130 ","  20,718 ","  22,810 ","  23,267 ","  24,098 ","  25,034 ","  26,066 ","  27,302 ","  27,303 ","  5,865 ",  92 ,"  1,135 "
,,รายได้การท่องเที่ยว (ล้านบาท),ผู้เยี่ยมเยือน,รวม,"  2,086.48 ","  2,685.89 ","  3,140.69 ","  3,216.39 ","  3,504.49 ","  3,750.95 ","  4,604.73 ","  5,058.21 ","  5,299.25 ","  2,541.73 ","  1,274.56 ","  2,840.02 "
,,,,ชาวไทย,"  1,889.22 ","  2,400.11 ","  2,817.33 ","  2,886.39 ","  3,154.89 ","  3,382.92 ","  4,166.85 ","  4,584.33 ","  4,807.24 ","  2,480.00 ","  1,272.48 ","  2,831.32 "
,,,,ชาวต่างประเทศ,  197.26 ,  285.78 ,  323.36 ,  330.00 ,  349.60 ,  368.03 ,  437.88 ,  473.88 ,  492.01 ,  61.73 ,  2.08 ,  8.70 
,นครนายก,จำนวนผู้เยี่ยมเยือน,รวม,รวม,"  1,434,190 ","  2,170,260 ","  2,371,784 ","  2,438,502 ","  2,620,237 ","  2,738,677 ","  2,891,055 ","  3,032,853 ","  3,074,531 ","  1,920,269 ","  754,665 ","  1,574,782 "
,,,,ชาวไทย,"  1,426,577 ","  2,146,726 ","  2,347,548 ","  2,414,166 ","  2,594,143 ","  2,711,818 ","  2,863,229 ","  3,004,063 ","  3,046,158 ","  1,914,872 ","  753,228 ","  1,572,485 "
,,,,ชาวต่างประเทศ,"  7,613 ","  23,534 ","  24,236 ","  24,336 ","  26,094 ","  26,859 ","  27,826 ","  28,790 ","  28,373 ","  5,397 ","  1,437 ","  2,297 "
,,,จำนวนนักท่องเที่ยว,รวม,"  1,096,774 ","  1,301,451 ","  1,409,649 ","  1,442,635 ","  1,582,358 ","  1,652,117 ","  1,739,288 ","  1,799,094 ","  1,820,290 ","  1,093,062 ","  472,424 ","  1,079,938 "
,,,,ชาวไทย,"  1,090,018 ","  1,287,754 ","  1,396,063 ","  1,429,123 ","  1,567,757 ","  1,637,129 ","  1,723,804 ","  1,783,092 ","  1,804,632 ","  1,090,980 ","  471,310 ","  1,078,105 "
,,,,ชาวต่างประเทศ,"  6,756 ","  13,697 ","  13,586 ","  13,512 ","  14,601 ","  14,988 ","  15,484 ","  16,002 ","  15,658 ","  2,082 ","  1,114 ","  1,833 "
,,,จำนวนนักทัศนาจร,รวม,"  337,416 ","  868,809 ","  962,135 ","  995,867 ","  1,037,879 ","  1,086,560 ","  1,151,767 ","  1,233,759 ","  1,254,241 ","  827,207 ","  282,241 ","  494,844 "
,,,,ชาวไทย,"  336,559 ","  858,972 ","  951,485 ","  985,043 ","  1,026,386 ","  1,074,689 ","  1,139,425 ","  1,220,971 ","  1,241,526 ","  823,892 ","  281,918 ","  494,380 "
,,,,ชาวต่างประเทศ,  857 ,"  9,837 ","  10,650 ","  10,824 ","  11,493 ","  11,871 ","  12,342 ","  12,788 ","  12,715 ","  3,315 ",  323 ,  464 
,,รายได้การท่องเที่ยว (ล้านบาท),ผู้เยี่ยมเยือน,รวม,"  2,901.90 ","  3,899.40 ","  4,839.10 ","  5,034.10 ","  5,847.40 ","  6,230.56 ","  6,844.21 ","  7,461.55 ","  7,658.97 ","  4,216.71 ","  1,683.72 ","  4,302.68 "
,,,,ชาวไทย,"  2,873.06 ","  3,832.66 ","  4,768.03 ","  4,961.59 ","  5,763.45 ","  6,140.94 ","  6,746.30 ","  7,356.86 ","  7,556.32 ","  4,201.29 ","  1,678.43 ","  4,293.15 "
,,,,ชาวต่างประเทศ,  28.84 ,  66.74 ,  71.07 ,  72.51 ,  83.95 ,  89.62 ,  97.91 ,  104.69 ,  102.65 ,  15.42 ,  5.29 ,  9.53 
,,สถานประกอบการที่พักแรม,จำนวนห้อง,รวม,"  4,598 ","  4,898 ","  4,630 ","  4,382 ","  4,791 ","  5,190 ","  5,494 ","  5,494 ","  6,039 ","  6,026 ","  6,218 ","  6,306 "
,,,อัตราการเข้าพัก,รวม,  33.04 ,  41.33 ,  52.02 ,  54.49 ,  57.57 ,  59.58 ,  61.57 ,  63.79 ,  62.41 ,  35.65 ,  20.25 ,  53.55 
,,,จำนวนผู้ที่มาเข้าพัก,รวม,"  1,053,669 ","  1,131,089 ","  1,278,172 ","  1,309,223 ","  1,448,682 ","  1,535,859 ","  1,631,214 ","  1,688,459 ","  1,708,084 ","  1,012,387 ","  421,276 ","  1,016,067 "
,,,,ชาวไทย,"  1,046,944 ","  1,119,872 ","  1,266,251 ","  1,297,167 ","  1,435,416 ","  1,522,186 ","  1,616,999 ","  1,673,857 ","  1,693,875 ","  1,010,583 ","  420,180 ","  1,014,436 "
,,,,ชาวต่างประเทศ,"  6,725 ","  11,217 ","  11,921 ","  12,056 ","  13,266 ","  13,673 ","  14,215 ","  14,602 ","  14,209 ","  1,804 ","  1,096 ","  1,631 "
,สระแก้ว,จำนวนผู้เยี่ยมเยือน,รวม,รวม,"  1,055,807 ","  1,537,656 ","  1,641,734 ","  1,691,752 ","  1,790,612 ","  2,056,132 ","  2,155,142 ","  2,252,606 ","  2,224,944 ","  1,006,932 ","  372,628 ","  1,134,751 "
,,,,ชาวไทย,"  907,808 ","  1,330,620 ","  1,423,966 ","  1,468,247 ","  1,553,813 ","  1,790,451 ","  1,880,560 ","  1,968,794 ","  1,941,037 ","  969,366 ","  370,365 ","  1,126,130 "
,,,,ชาวต่างประเทศ,"  147,999 ","  207,036 ","  217,768 ","  223,505 ","  236,799 ","  265,681 ","  274,582 ","  283,812 ","  283,907 ","  37,566 ","  2,263 ","  8,621 "
,,,จำนวนนักท่องเที่ยว,รวม,"  458,696 ","  666,637 ","  701,016 ","  719,077 ","  757,514 ","  866,837 ","  909,155 ","  951,551 ","  932,058 ","  456,398 ","  195,624 ","  481,247 "
,,,,ชาวไทย,"  423,947 ","  619,952 ","  657,419 ","  675,451 ","  711,539 ","  818,295 ","  859,457 ","  900,685 ","  881,725 ","  447,304 ","  194,304 ","  474,533 "
,,,,ชาวต่างประเทศ,"  34,749 ","  46,685 ","  43,597 ","  43,626 ","  45,975 ","  48,542 ","  49,698 ","  50,866 ","  50,333 ","  9,094 ","  1,320 ","  6,714 "
,,,จำนวนนักทัศนาจร,รวม,"  597,111 ","  871,019 ","  940,718 ","  972,675 ","  1,033,098 ","  1,189,295 ","  1,245,987 ","  1,301,055 ","  1,292,886 ","  550,534 ","  177,004 ","  653,504 "
,,,,ชาวไทย,"  483,861 ","  710,668 ","  766,547 ","  792,796 ","  842,274 ","  972,156 ","  1,021,103 ","  1,068,109 ","  1,059,312 ","  522,062 ","  176,061 ","  651,597 "
,,,,ชาวต่างประเทศ,"  113,250 ","  160,351 ","  174,171 ","  179,879 ","  190,824 ","  217,139 ","  224,884 ","  232,946 ","  233,574 ","  28,472 ",  943 ,"  1,907 "
,,รายได้การท่องเที่ยว (ล้านบาท),ผู้เยี่ยมเยือน,รวม,"  2,474.78 ","  3,817.62 ","  4,147.79 ","  4,455.22 ","  4,914.91 ","  5,768.98 ","  6,306.25 ","  6,833.06 ","  6,761.14 ","  2,934.63 ",  990.98 ,"  3,552.28 "
,,,,ชาวไทย,"  2,150.01 ","  3,389.60 ","  3,682.41 ","  3,968.71 ","  4,381.17 ","  5,162.68 ","  5,643.90 ","  6,121.91 ","  6,042.43 ","  2,827.71 ",  983.37 ,"  3,512.20 "
,,,,ชาวต่างประเทศ,  324.77 ,  428.02 ,  465.38 ,  486.51 ,  533.74 ,  606.30 ,  662.35 ,  711.15 ,  718.71 ,  106.92 ,  7.61 ,  40.08 
,ราชบุรี,จำนวนผู้เยี่ยมเยือน,รวม,รวม,"  988,122 ","  1,211,113 ","  1,279,301 ","  1,312,297 ","  1,426,990 ","  1,701,116 ","  2,117,728 ","  2,249,868 ","  2,330,827 ","  1,453,605 ","  747,258 ","  1,630,232 "
,,,,ชาวไทย,"  975,433 ","  1,172,175 ","  1,237,566 ","  1,270,364 ","  1,381,422 ","  1,647,880 ","  2,055,774 ","  2,183,813 ","  2,262,352 ","  1,445,944 ","  745,311 ","  1,599,597 "
,,,,ชาวต่างประเทศ,"  12,689 ","  38,938 ","  41,735 ","  41,933 ","  45,568 ","  53,236 ","  61,954 ","  66,055 ","  68,475 ","  7,661 ","  1,947 ","  30,635 "
,,,จำนวนนักท่องเที่ยว,รวม,"  447,190 ","  509,780 ","  546,240 ","  562,244 ","  615,889 ","  732,044 ","  947,365 ","  1,000,457 ","  1,042,062 ","  676,091 ","  405,455 ","  930,219 "
,,,,ชาวไทย,"  441,696 ","  502,647 ","  538,174 ","  554,157 ","  606,783 ","  721,528 ","  934,173 ","  986,601 ","  1,027,545 ","  673,966 ","  404,005 ","  918,539 "
,,,,ชาวต่างประเทศ,"  5,494 ","  7,133 ","  8,066 ","  8,087 ","  9,106 ","  10,516 ","  13,192 ","  13,856 ","  14,517 ","  2,125 ","  1,450 ","  11,680 "
,,,จำนวนนักทัศนาจร,รวม,"  540,932 ","  701,333 ","  733,061 ","  750,053 ","  811,101 ","  969,072 ","  1,170,363 ","  1,249,411 ","  1,288,765 ","  777,514 ","  341,803 ","  700,013 "
,,,,ชาวไทย,"  533,737 ","  669,528 ","  699,392 ","  716,207 ","  774,639 ","  926,352 ","  1,121,601 ","  1,197,212 ","  1,234,807 ","  771,978 ","  341,306 ","  681,058 "
,,,,ชาวต่างประเทศ,"  7,195 ","  31,805 ","  33,669 ","  33,846 ","  36,462 ","  42,720 ","  48,762 ","  52,199 ","  53,958 ","  5,536 ",  497 ,"  18,955 "
,,รายได้การท่องเที่ยว (ล้านบาท),ผู้เยี่ยมเยือน,รวม,"  1,119.18 ","  1,510.20 ","  1,731.06 ","  1,867.96 ","  2,250.87 ","  2,818.47 ","  3,781.35 ","  4,251.84 ","  4,406.94 ","  2,504.60 ","  1,235.76 ","  2,994.31 "
